,Unnamed: 0,상권코드,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대1생활인구수,시간대2생활인구수,시간대3생활인구수,시간대4생활인구수,시간대5생활인구수,시간대6생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,00시~06시유동인구,06시~11시유동인구,11시~14시유동인구,14시~17시유동인구,17시~21시유동인구,21시~24시유동인구,cluster
41,41,2130261,11949,9465,2484,1514,1549,2030,2010,2362,2353,131,423.0,,,132.0,6222,5172,6617,4760,,2890.0,3062.0,2189.0,2145.0,1088.0,790009719,638138303,151871416,108689765,110380610,131300759,125347024,162420145,146135294,5736122,22212750.0,,,6194936.0,435722627,325879406,412064952,307903130,,187434922.0,200318861.0,135404035.0,137124485.0,59685779.0,6.0,355724,160320,195404,37875,61237,59547,51750,54714,90599,64804,60638,44602,52220,81040,52419,50676,50253,50181,50001,50294,52783,51535,211.0,30.0,1.0,2.0,,,1.0,,,,,110897,1477028,670446,781340,1326317,523287,4
42,42,2130260,242,186,56,29,43,43,43,28,42,14,,,14.0,,100,42,128,28,,14.0,14.0,,58.0,70.0,7991134,6110035,1881099,806185,1485078,1485078,1485078,848616,891047,990052,,,424308.0,,3436895,1159775,4214793,806185,,990052.0,565744.0,,1810381.0,1654801.0,3.0,94633,44119,50514,9842,14702,16450,15164,16429,22044,25044,19014,11532,11604,16383,11057,13194,12997,13016,12985,13008,14325,15107,70.0,6.0,,,,,,,,,,153253,1874170,784562,905982,1591596,697243,4
43,43,2130257,1649,1549,100,279,364,233,307,366,93,7,26.0,14.0,1175.0,60.0,240,134,1414,196,,115.0,140.0,522.0,569.0,262.0,47540955,40463358,7077597,5740569,10749431,4376934,13017720,6578704,6312631,764966,9844775.0,119734.0,16277139.0,1303767.0,11128589,8866951,36449071,8191666,,1798099.0,3763746.0,10345016.0,19299556.0,9434319.0,3.0,203778,109860,93918,8408,65635,55168,25968,22760,25839,50594,42911,25382,25556,34534,24801,28010,27971,28043,27948,29532,31778,30496,158.0,2.0,,,,,,,,,,286448,3390486,2128603,2515742,4265288,1390480,5
44,44,2130250,160,41,119,7,13,7,7,7,40,79,,,,14.0,72,74,113,47,,,,13.0,54.0,93.0,11281581,3924607,7356974,66519,1197338,1130819,665188,864743,2168511,5188463,,,,532150.0,5454539,5294892,8620831,2660750,,,,864744.0,3651880.0,6764957.0,1.0,33446,18200,15248,1225,6535,6285,4948,5715,8738,5114,6005,5506,6002,7051,3768,4643,4731,4736,4834,4963,5146,4393,1.0,,,,,,,,,,,211761,1776859,1170126,1403518,2168355,745730,4
45,45,2130249,299,192,107,32,32,39,31,58,38,69,25.0,,,25.0,140,109,260,26,,6.0,25.0,13.0,127.0,115.0,10887650,6450997,4436653,1026295,653386,1255777,1440638,2074901,1599999,2836654,1013547.0,,,701195.0,4933865,4239043,9462948,1141036,,223108.0,1504383.0,407968.0,4407968.0,4060557.0,3.0,34470,18505,15965,1386,6200,6694,5243,5850,9097,5881,6405,5522,5937,6895,3830,4900,5002,4989,5108,5106,5070,4297,10.0,,,,,,,,,,,193058,1727646,1129112,1360012,2119226,738041,4
46,46,2130244,873,429,444,47,99,156,92,35,210,234,26.0,,24.0,212.0,385,226,779,94,,12.0,106.0,80.0,428.0,247.0,60918401,26934745,33983656,2334923,5486668,10544577,8064895,503682,17250679,16732977,1278116.0,,1183279.0,15050665.0,26133075,17273266,56681661,4236740,,697777.0,3533382.0,8295855.0,24239310.0,24152077.0,7.0,571503,293837,277667,30012,55782,93340,102770,137470,152133,188078,112288,55520,56259,88138,71221,80362,77597,77685,77375,78211,84860,95418,95.0,2.0,,,,,,,,,,54830,287830,185709,199717,278407,104964,4
47,47,2130242,934,480,454,83,55,122,69,151,192,262,42.0,,41.0,178.0,330,343,878,56,,27.0,127.0,179.0,321.0,280.0,70762467,34859103,35903364,11541840,3297668,6279310,4877801,8862484,16186055,19717309,4809099.0,,5152606.0,17999773.0,23083681,19717308,65023795,5738672,,4122085.0,5347495.0,13495483.0,27817908.0,19979496.0,6.0,388773,196361,192412,23444,35835,63345,69382,91641,105127,109127,73446,41848,44003,68832,51518,54417,52522,52535,52487,52606,58339,65867,68.0,3.0,,,,,,,,,,57962,289880,192024,207611,288415,106345,4
48,48,2130241,8254,6937,1317,1272,1551,1334,1300,1480,826,491,993.0,,,,2113,5148,5305,1919,39.0,1324.0,2159.0,1590.0,1776.0,338.0,403162184,335522884,67639300,58269488,68129322,73352497,68537992,67233585,43513041,24126259,69309574.0,,,,74054837,259797773,249514101,87414839,1164578.0,59767857.0,101485188.0,82029710.0,71206319.0,21275288.0,9.0,319000,161663,157336,32739,57015,77233,59888,43629,48495,63276,67589,47866,45764,56735,37771,47497,48766,48217,47901,47932,39712,38977,500.0,14.0,2.0,1.0,,,,,,,,63281,970234,371848,443387,912965,302973,4
49,49,2130236,4092,2433,1659,406,332,565,412,718,884,775,80.0,64.0,533.0,1228.0,1663,524,3092,1000,,109.0,119.0,426.0,1869.0,1569.0,187183231,108741028,78442203,23656509,14203409,23653882,17433731,29793497,38833586,39608617,2745412.0,1357787.0,27417066.0,58582224.0,76745844,20334898,154359414,32823817,,2379551.0,3046211.0,21675081.0,94752577.0,65329811.0,8.0,489446,230779,258668,51038,66823,71171,73983,88210,138223,136437,94477,53215,53182,84105,68029,69072,68042,68041,67798,68688,73314,74490,139.0,29.0,,1.0,,,,,,,,102045,709554,403838,487199,749190,272942,4
50,50,2130235,21884,14095,7789,2400,2526,2919,2663,3587,4270,3519,6023.0,16.0,39.0,358.0,5124,10324,14532,7206,159.0,6039.0,6174.0,4108.0,3288.0,1968.0,952771905,602535718,350236187,104273220,104549109,122128425,122343880,149241084,197323225,152912962,265775941.0,784090.0,1046511.0,14204651.0,226654950,444305762,646160513,297270530,10079794.0,266687213.0,274284561.0,188028760.0,126172594.0,78178122.0,28.0,164208,80420,83787,20221,25465,26010,26523,29704,36286,23742,27246,23663,27664,40228,21664,22785,23643,23489,23598,23944,25380,21370,298.0,36.0,1.0,3.0,,,,,,,,89849,742450,413896,504899,767103,284038,4
51,51,2130233,869,540,329,94,128,118,141,59,187,142,36.0,,24.0,140.0,282,387,775,94,,,36.0,281.0,234.0,318.0,56913804,32991706,23922098,8349425,5707501,8931945,5683964,4318871,15360848,8561250,3871686.0,,682546.0,6576005.0,16981285,28802282,50500221,6413583,,,3883454.0,27737275.0,11553886.0,13739189.0,3.0,315226,148689,166536,23358,42012,52497,49237,63251,84872,84393,61601,34315,34953,52932,47033,45386,44774,45933,45492,44869,43430,45343,76.0,2.0,,,,,,,,,,97347,694632,301770,350812,591710,218297,4
52,52,2130232,22622,14465,8157,2554,2868,2833,2613,3597,5127,3030,3778.0,7.0,1387.0,1688.0,5960,9802,13645,8714,133.0,6284.0,7436.0,4094.0,3160.0,1250.0,907895993,593092898,314803095,109422413,127652043,108554288,110677814,136786340,209702888,105100207,182819691.0,878551.0,22212730.0,27497027.0,235405330,439082664,589224152,299865103,5061868.0,227002596.0,286236956.0,163975045.0,133977621.0,72835171.0,14.0,138980,69679,69301,8196,25232,28476,23025,25685,28365,26600,25868,19500,20522,28975,17514,19535,19403,19695,19573,19893,21155,19725,33.0,1.0,,,,,,,,,,110907,754064,417736,505098,863030,318634,4
53,53,2130231,2630,1424,1206,221,330,259,249,365,757,449,664.0,102.0,73.0,240.0,1014,537,1861,585,,166.0,595.0,766.0,606.0,310.0,223155436,125682590,97472846,16636499,25512156,22253653,25905036,35375246,66095893,31376953,25424443.0,6472767.0,5555305.0,22681726.0,100970056,62051139,147048408,46008820,,10129803.0,43428548.0,58935578.0,53008738.0,27554560.0,6.0,145709,76801,68909,13727,24702,31592,23390,24717,27582,28562,30532,21100,21188,26465,17862,21671,21940,21711,21798,21565,18982,18044,611.0,4.0,,,,,,,,,,91697,673721,331235,401006,705142,252294,4
54,54,2130230,402,230,172,46,46,31,76,31,62,110,108.0,,,62.0,92,140,217,185,,,155.0,76.0,110.0,61.0,21188386,11769607,9418779,2861206,1716723,2258032,3881960,1051686,3619038,5799741,5010977.0,,,4949111.0,3124127,8104171,11073638,10114748,,,8073239.0,2923070.0,6944222.0,3247855.0,7.0,67245,39626,27620,991,10920,13597,12846,15713,13177,17734,12726,7620,7999,11913,9253,9705,9578,9472,9464,9490,9375,10161,,5.0,,,,,,,,,,145181,738912,395307,479071,772410,235895,4
55,55,2130229,10020,5412,4608,908,720,1181,937,1666,2040,2568,1528.0,28.0,730.0,933.0,2205,4596,7459,2541,309.0,2707.0,1532.0,626.0,4390.0,436.0,523774530,278761776,245012754,47559695,34133142,60142074,46999643,89927222,102486523,142526231,73796010.0,1039832.0,10058118.0,41757362.0,134542203,262581005,428140461,94278460,14700916.0,119097785.0,75089750.0,31802965.0,262296689.0,19430816.0,7.0,677718,331036,346682,54410,61087,95502,110992,136931,218798,153228,126955,86953,93118,129040,88425,97918,96411,96208,95956,94770,95765,100692,249.0,29.0,3.0,,,,,,,,,165643,1583251,658604,764499,1314743,363457,4
56,56,2130228,723,465,258,101,76,78,102,108,167,91,28.0,,37.0,66.0,374,218,645,67,,,14.0,14.0,259.0,424.0,31440454,19788404,11652050,5088102,4315216,2776999,2569489,5038598,9106870,2545180,1541388.0,,749754.0,3453061.0,15441734,10254517,28825451,2344782,,,700631.0,560504.0,12636762.0,17272337.0,9.0,154273,80137,74137,10650,17098,25572,29433,29524,41995,18439,26121,27196,31801,36195,14519,21789,21712,21436,21866,21043,22532,23896,10.0,,,,,,,,,,,182372,1528456,620581,722230,1289502,353926,4
57,57,2130227,879,600,279,93,196,42,93,176,165,114,175.0,,,,300,404,787,82,,42.0,20.0,63.0,483.0,261.0,33826655,20619826,13206829,3196952,5348947,289691,3383182,8401054,8726956,4479873,7842363.0,,,,8473476,17510816,29205872,3917247,,1324854.0,1306476.0,2106280.0,18534147.0,9851362.0,2.0,120192,56303,63888,25608,17625,14448,18857,17414,26239,23705,22956,17108,18585,24626,13211,16534,16186,16336,16419,16049,18846,19822,97.0,9.0,,,,,,,,,,29176,338616,175576,209644,306736,120921,4
58,58,2130225,4518,2506,2012,242,428,678,458,700,970,1042,252.0,,635.0,1164.0,1603,864,2140,2329,19.0,1232.0,854.0,680.0,1006.0,678.0,80060352,46667135,33393217,9605304,8494944,11012820,6690680,10863387,16870002,16523215,10668996.0,,6668767.0,8551865.0,24998933,29171791,49380906,28873355,162562.0,10940706.0,16407201.0,16559898.0,19443076.0,14740819.0,6.0,496857,226376,270480,80218,58755,67270,74924,73921,141769,145914,94669,48924,51096,84481,71774,70024,68366,68582,68082,68742,74714,78347,147.0,25.0,1.0,2.0,,,1.0,,,,,75424,620889,295847,353674,569538,231421,4
59,59,2130222,4298,3048,1250,532,515,598,578,825,698,552,533.0,,,46.0,1754,1965,2872,1352,,1018.0,1152.0,849.0,636.0,570.0,291763207,196197254,95565953,37330889,31558355,40081682,35755718,51470610,55759809,39806144,37831450.0,,,2351262.0,117071761,134508734,201990030,83692958,,71536000.0,83984369.0,56206098.0,45102311.0,28854212.0,5.0,42571,20369,22202,4692,8864,8629,5985,5897,8504,7968,7671,5333,5823,9418,6357,5812,5736,5865,5782,5805,6780,6792,132.0,11.0,,,,,,,,,,94123,1053519,504352,576951,932002,359312,4
60,60,2130221,11279,8060,3219,1508,1879,1476,1674,1523,1922,1297,861.0,92.0,4639.0,580.0,2653,2454,7081,4017,31.0,566.0,2234.0,2402.0,3795.0,2072.0,274941244,174761151,100180093,24431153,46482528,29765257,39656401,34425812,58675889,41504204,26969819.0,1281495.0,56873982.0,13257375.0,93665413,82893160,142328507,111358825,583423.0,18221737.0,56435852.0,57568031.0,69787866.0,51090423.0,7.0,599335,269280,330053,73959,78242,98561,98301,88806,161465,156688,115998,66846,72524,108699,78578,84245,82340,82809,82509,83084,91444,92904,188.0,33.0,1.0,1.0,,,,,,,,64547,525948,254517,301496,463690,193026,4
61,61,2130219,784,384,400,64,64,64,96,96,224,176,96.0,,,,272,416,528,256,,112.0,112.0,272.0,192.0,96.0,34866659,19194271,15672388,6515487,3105662,1824976,3697979,4050167,10261492,5410896,4466391.0,,,,14471744,15928524,23468560,11398099,,7347933.0,4098193.0,10837799.0,10021363.0,2561371.0,2.0,1289290,600602,688689,115861,222645,239199,216412,182343,312828,232636,264296,159349,170320,273261,189429,183305,184042,182975,183442,185427,188226,181872,124.0,29.0,,3.0,,,,,,,,207203,2364880,944332,1097197,2043608,827067,4
62,62,2130218,1134,889,245,154,182,208,172,173,218,27,155.0,,,,246,733,753,273,9.0,72.0,218.0,136.0,273.0,318.0,54061821,43947057,10114764,5515494,9171323,9212145,11951749,8096346,9094216,1020548,6336469.0,,,,13312479,34412873,29899785,12627578,362861.0,2662495.0,9588614.0,6232146.0,11820212.0,11861034.0,3.0,59721,26963,32757,10163,8874,10291,10733,8087,11573,11091,11383,9457,9694,11939,6154,8470,8607,8653,8546,8605,8682,8159,118.0,,,,,,,,,,,28781,298368,172087,202876,272898,97533,4
63,63,2130217,6564,4577,1987,602,829,922,1041,1183,1549,438,1021.0,,,9.0,1952,3582,3813,2743,17.0,1939.0,2537.0,1139.0,540.0,384.0,289555854,201249701,88306153,24182189,39377041,39034265,45110532,53545674,69768537,18537616,44185433.0,,,284949.0,83068809,162016663,166756242,121614214,653723.0,84054923.0,114348470.0,45221852.0,27843574.0,16247914.0,8.0,141444,65859,75585,20736,21470,24488,23789,17892,33070,31574,26490,16464,18420,28397,20099,20016,19935,20093,19844,19857,20757,20945,36.0,9.0,,,,,,,,,,168437,2211862,869223,1003814,1875435,696645,4
64,64,2130212,1777,1334,443,243,238,271,315,267,301,142,34.0,17.0,294.0,125.0,492,815,1234,413,,147.0,378.0,294.0,306.0,520.0,112612221,84535637,28076584,10867421,16094645,16148388,15639808,25785375,21222925,6853659,2347725.0,5855170.0,13045431.0,13000173.0,26032083,52331639,62840452,22900218,,10016017.0,18787514.0,19214574.0,16569847.0,21152719.0,7.0,205236,104470,100766,16590,42084,42544,31838,30447,41733,39660,43794,31411,29503,37899,22970,29138,28335,28795,28988,29210,30463,30308,8.0,6.0,1.0,,,,2.0,,,,,113808,1876997,1229183,1350506,1871732,622990,4
65,65,2130210,16325,11091,5234,1858,2009,2219,2263,2742,3166,2068,3940.0,,,77.0,4073,8235,10849,5205,125.0,4135.0,4803.0,2523.0,2869.0,1598.0,593684854,395067461,198617393,66127625,69499748,80474546,78314345,100651197,123224727,75392666,165392179.0,,,2280378.0,140721924,285290373,408017996,172942685,4316408.0,158400272.0,181416161.0,84267496.0,99811957.0,52748387.0,10.0,306884,140927,165957,34891,47704,68028,46779,41881,67602,83653,58749,32420,33807,54451,43803,43240,42849,42621,42507,42135,46371,47162,432.0,26.0,1.0,1.0,,,,,,,,113156,1488954,597152,689207,1416211,593810,4
66,66,2130208,9207,6734,2473,1401,1217,1379,1217,1520,1510,963,1575.0,51.0,689.0,469.0,2932,3491,5562,3298,79.0,1814.0,3077.0,1601.0,1515.0,778.0,310633170,235584981,75048189,41937818,51465117,49550578,43227583,49403885,47344935,27703254,92503302.0,689794.0,9796667.0,8321861.0,78339028,120982518,205281455,82627767,1273134.0,55381877.0,96063067.0,49977294.0,52149431.0,33064414.0,10.0,359335,155913,203422,43681,52647,68580,55182,55137,84108,68427,64982,49030,52954,75854,48089,50964,50402,50361,49622,50593,53699,53695,148.0,28.0,,1.0,,,,,,,,110527,1328371,637110,750472,1185681,445212,4
67,67,2130207,1679,1340,339,355,224,182,240,339,231,108,149.0,,207.0,91.0,439,793,1092,446,,165.0,232.0,446.0,447.0,248.0,74272200,57111462,17160738,15870270,10121070,5244592,10493321,15382209,13115618,4045120,6688097.0,,3871403.0,2713292.0,21693918,39305490,53120113,13136298,,7308514.0,10253427.0,23480720.0,16813303.0,8400447.0,6.0,25380,12237,13143,4188,3152,3554,4564,4235,5689,3393,4910,4144,4303,5720,2911,3550,3565,3557,3546,3656,3840,3667,38.0,6.0,,,,,,,,,,106261,1283768,571745,678680,1161082,438290,4
68,68,2130204,2307,1419,888,193,263,399,313,251,472,416,237.0,,,25.0,597,1448,1467,805,16.0,205.0,460.0,766.0,485.0,340.0,93786379,50599162,43187217,6575016,9979500,15719504,10976441,7348701,29684147,13503070,11080953.0,,,13726784.0,21120997,47857645,64468363,27756471,839819.0,6692684.0,15031037.0,43646920.0,15168527.0,10845847.0,5.0,170697,80517,90178,37632,14335,23468,27070,23929,44262,45040,30101,18505,20377,31339,25331,24296,23798,23714,23597,23780,25362,26150,100.0,10.0,,,,,,,,,,51616,426722,178596,204234,318004,127899,4
69,69,2130203,2137,2097,40,568,379,587,269,294,20,20,39.0,,1328.0,210.0,459,81,929,1147,,575.0,680.0,211.0,379.0,230.0,46086421,44230295,1856126,9865173,5978061,14632167,7650536,6104358,928063,928063,2310284.0,,21333678.0,3841536.0,13119015,4553845,25369380,18304503,,7741927.0,11288146.0,4368939.0,12712515.0,7562356.0,4.0,83341,38787,44555,9313,9024,13573,13075,12922,25435,19854,15480,9797,10743,16296,11169,11686,11300,11400,11345,11361,12932,13316,34.0,9.0,,1.0,,,,,,,,56198,431084,183093,213690,332683,138311,4
70,70,2130202,346,248,98,13,48,96,13,78,68,30,,28.0,30.0,132.0,112,31,240,93,,,12.0,46.0,59.0,216.0,47647363,39879688,7767675,13561468,13561468,2867097,456936,9432719,2541020,5226655,,1123027.0,943272.0,19842775.0,3981180,8195641,32101825,1984070,,,495014.0,1685519.0,1617857.0,30287505.0,4.0,226217,103158,123060,26850,23423,32456,33692,38463,71334,49278,42287,28560,32375,46227,27490,32122,31026,31490,30986,31283,34542,34767,40.0,6.0,,,,,,,,,,72922,559928,242141,273198,426688,175904,4
71,71,2130198,2359,1708,651,318,428,353,292,317,335,316,323.0,,,16.0,610,1410,1481,753,12.0,357.0,592.0,428.0,353.0,495.0,80159337,56708110,23451227,11763579,13961811,11978107,8253616,10750997,11804850,11646377,11157077.0,,,760039.0,22891366,45350855,50011922,23928816,120817.0,9665366.0,18127096.0,13922088.0,15145464.0,16959907.0,8.0,270367,120885,149482,58928,31497,40132,39890,40703,59217,56522,59511,38110,38753,47255,30214,39564,41589,40435,39807,40193,35546,33230,203.0,8.0,,,,,,,,,,112654,1538905,724019,865850,1362895,497350,4
72,72,2130197,23955,19060,4895,3335,3624,4143,3793,4165,3103,1792,622.0,,2746.0,971.0,7199,12417,14939,4794,7.0,2630.0,5324.0,4565.0,4686.0,2521.0,1028046621,811334994,216711627,142348880,148225765,173923146,165232098,181605105,139738878,76972749,25484272.0,,53187071.0,36117725.0,321314360,591943193,629534974,187219279,215270.0,111287925.0,225276674.0,186400503.0,193588073.0,99985808.0,4.0,48735,23135,25600,4899,7790,10593,9401,8011,8043,5208,10329,9685,9326,10021,4168,7721,7918,7837,7665,7768,5208,4618,15.0,2.0,,,,,1.0,,,,,123170,2753456,1167134,1340654,2820101,939107,5
73,73,2130196,4904,4432,472,720,855,832,945,1080,405,67,247.0,,607.0,562.0,1485,2003,3690,382,,45.0,111.0,1012.0,1260.0,1642.0,252385538,220265174,32120364,37406278,36562782,43389484,41972409,60934221,26654504,5465860,29601121.0,,7164100.0,10335649.0,71573530,133711138,169734082,15430372,,7782665.0,7985105.0,57830151.0,62756174.0,48810357.0,4.0,32723,15443,17280,3240,5356,7189,6153,5337,5449,6350,6686,5667,5438,5690,2891,5090,5161,5236,5078,5177,3720,3261,3948.0,10.0,,,,,1.0,,,,,123136,2746023,1163509,1337327,2816932,938083,5
74,74,2130195,59645,49817,9828,8581,10595,9357,9667,11617,6907,2921,7590.0,192.0,9960.0,831.0,11574,29498,34862,16037,394.0,10063.0,17028.0,10291.0,8509.0,4616.0,3100469831,2537944463,562525368,417477286,532682563,479126694,501958499,606699421,398037261,164488107,462187327.0,5461827.0,187301442.0,24758628.0,595727692,1825032915,1717218553,717950184,19199559.0,452076522.0,825076450.0,510234302.0,447880156.0,180701748.0,45.0,944960,445961,499000,90725,148124,207883,175776,140649,181802,130517,177220,153049,160303,218025,105845,135850,138507,136837,135942,140518,134196,123110,1055.0,42.0,2.0,,,,,,,,,147276,3549925,1525343,1722166,3665230,1207161,3
75,75,2130194,20293,16760,3533,3183,3417,3387,3401,3372,2527,1006,2327.0,,,40.0,4813,13113,10324,4053,33.0,1521.0,4301.0,4315.0,3128.0,1081.0,1536829245,1321440908,215388337,250485119,259158478,263509329,288654174,259633808,158036577,57351760,158148414.0,,,2874914.0,299869856,1075936061,697041161,239493727,1383410.0,85569791.0,256370828.0,315588524.0,203623934.0,73998403.0,17.0,595618,282738,312879,91111,61312,113905,127043,85868,116381,136873,120718,78113,77968,109300,72646,86971,87735,87378,87069,86816,80772,78879,875.0,7.0,,1.0,,,,,,,,39721,1084641,468439,504778,1018714,343521,4
76,76,2130192,5933,3118,2815,383,452,659,577,1047,1341,1474,1700.0,6.0,,12.0,1487,2728,3639,2294,19.0,2407.0,2655.0,528.0,235.0,89.0,281754119,157731790,124022329,19453315,23560996,33567395,29194084,51956000,64026903,59995426,88529360.0,338700.0,,219528.0,57332867,135333664,174627767,107126352,406182.0,113184158.0,128552162.0,25053710.0,11146954.0,3410953.0,4.0,48471,20930,27541,3573,17297,10926,6065,4855,5756,12497,8860,5421,6026,9313,6353,6331,6339,6479,6622,6855,8137,7708,10.0,1.0,,,,,,,,,,181500,1105600,718591,833837,1249891,584519,4
77,77,2130191,71536,43293,28243,7834,8021,8543,7882,11013,16380,11863,14305.0,997.0,2076.0,3735.0,17565,32858,36687,34257,3007.0,38888.0,16360.0,6607.0,5117.0,963.0,3117018710,1894644627,1222374083,336194366,360033950,373962558,343825047,480628706,714155466,508218617,682641739.0,45174178.0,62259336.0,99033653.0,710292578,1517617226,1680318854,1387365876,122222851.0,1679562328.0,714646326.0,290968240.0,220906535.0,39378449.0,47.0,493012,218469,274544,63905,200547,98706,56785,36885,36186,61112,65126,72523,94946,135344,63960,62861,64146,66049,68267,73514,86079,72095,367.0,4.0,,,,,,,,,,488083,3944977,3293704,4060639,6770176,3320097,3
